"ip","finger","hash","name","race","background","date","class","justClass","subclass","level","feats","HP","AC","Str","Dex","Con","Int","Wis","Cha","alignment","skills","weapons","spells","castingStat","choices","country","countryCode","processedAlignment","good","lawful","processedRace","processedSpells","processedWeapons","alias","justClassClean","subclassClean","StrMod","DexMod","ConMod","IntMod","WisMod","ChaMod","Acrobatics","AnimalHandling","Arcana","Athletics","Deception","History","Insight","Intimidation","Investigation","Medicine","Nature","Perception","Performance","Persuasion","Religion","SleightOfHand","Stealth","Survival","StrSkills","DexSkills","IntSkills","WisSkills","ChaSkills","ConSkills","TotProfSkills"
"ddc1805","fd30b10","7e4cb6fc015d86b0d43cc94ac624e021","ff7773bf","Half-Elf","Noble",2020-03-19 17:08:04,"Bard 1","Bard","",1,"",9,14,8,16,13,13,8,17,"","Stealth|Arcana|History|Insight|Perception|Persuasion","Rapier|Dagger","","Cha","",NA,NA,"",NA,NA,"Half-Elf","","Rapier|Dagger","xenodochial_kowalevski","Bard","",-1,3,1,1,-1,3,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,2,2,1,0,6
"","9f10185","7a555de95b6fa6d452d75916dff2f25e","69a0be85","Wood Elf","Sage",2020-03-19 13:36:17,"Druid 1","Druid","",1,"",8,14,9,16,14,10,18,9,"Lawful Good","Arcana|History|Animal Handling|Insight|Perception","Quarterstaff|Dagger","Shillelagh*0|Druidcraft*0|Cure Wounds*1|Animal Friendship*1|Entangle*1|Healing Words*1|Faerie Fire*1","Wis","","Canada","CA","LG",NA,NA,"Elf","Shillelagh*0|Druidcraft*0|Cure Wounds*1|Animal Friendship*1|Entangle*1|Healing Word*1|Faerie Fire*1","Quarterstaff|Dagger","pensive_tereshkova","Druid","",-1,3,2,0,4,-1,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,3,0,0,5
"82907fb","3968b1c","39fda86be26db998959706c4e4d34c66","62ccfe54","Scourge Aasimar","Far Traveler",2020-03-19 11:37:34,"Sorcerer 1","Sorcerer","Divine Soul",1,"",8,11,8,12,14,10,14,17,"","Insight|Perception|Intimidation|Persuasion","Crossbow, light|Dagger","Bless*1","Cha","",NA,NA,"",NA,NA,"Aasimar","Bless*1","Crossbow, Light|Dagger","condescending_tesla","Sorcerer","Divine Soul",-1,1,2,0,2,3,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,2,2,0,4
"91fa7f3","","92345ba5aa0fde141e946865e93a3b2f","2b0606c5","Human","Criminal",2020-03-18 19:55:23,"Cleric 1","Cleric","Life Domain",1,"Healer",10,18,16,8,14,10,16,8,"Chaotic good","Stealth|Religion|Insight|Medicine|Deception","Mace|Javelin","Word Of Radiance*0|Sacred Flame*0|Guidance*0|Bless*1|Cure Wounds*1|Command*1|Sanctuary*1|Healing Word*1|Protection From Evil And Good*1","Wis","",NA,NA,"CG",NA,NA,"Human","Word of Radiance*0|Sacred Flame*0|Guidance*0|Bless*1|Cure Wounds*1|Command*1|Sanctuary*1|Healing Word*1|Protection from Evil and Good*1","Mace|Javelin","vigilant_thompson","Cleric","Life Domain",3,-1,2,0,3,-1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,2,1,0,5
"51863bb","333b8c8","e6232420eae9eb133317c742d7ca7010","f3760e72","Hill Dwarf","Soldier",2020-03-18 14:19:57,"Cleric 1","Cleric","War Domain",1,"",12,18,17,10,16,8,18,18,"","Athletics|History|Religion|Intimidation","Crossbow, light|Battleaxe","Divine Favor*1|Shield of Faith*1","Wis","","Italy","IT","",NA,NA,"Dwarf","Divine Favor*1|Shield of Faith*1","Crossbow, Light|Battleaxe","thirsty_shockley","Cleric","War Domain",3,0,3,-1,4,4,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,2,0,1,0,4
"51863bb","333b8c8","5f36e9ee797a3526cc91b68e2dfa22c2","0ca2f58f","Tabaxi","Criminal",2020-03-18 10:56:57,"Ranger 1","Ranger","",1,"",13,16,8,20,16,12,12,10,"","Stealth|Nature|Animal Handling|Perception|Survival|Deception","Shortsword|Longbow","","Wis","","Italy","IT","",NA,NA,"Tabaxi","","Shortsword|Longbow","zealous_rosalind","Ranger","",-1,5,3,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,1,3,1,0,6
"","bd75ec8","2dd5f424a5c19e9326c9fae54c8bf952","4d5477ff","Human","Far Traveler",2020-03-17 09:07:59,"Monk 1","Monk","",1,"Defensive Duelist",6,15,10,14,13,8,16,13,"","Athletics|Acrobatics|Stealth|Insight|Perception","Shortsword|Dart|Unarmed strike","","Int","","Canada","CA","",NA,NA,"Human","","Shortsword|Dart|Unarmed Strike","pedantic_vaughan","Monk","",0,2,1,-1,3,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,2,0,2,0,0,5
"9bab88d","e9f3dd1","4c3fc591f8debaf764a44bd021beb79b","41d7c30b","Half-Elf","Acolyte",2020-03-16 18:59:34,"Paladin 1","Paladin","",1,"",13,16,18,16,16,13,16,19,"","Investigation|Religion|Insight|Medicine|Perception|Persuasion","Greatsword|Longsword|Javelin","","Cha","","United States","US","",NA,NA,"Half-Elf","","Greatsword|Longsword|Javelin","nostalgic_turing","Paladin","",4,3,3,1,3,4,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,0,0,0,0,0,2,3,1,0,6
"1ed148c","586b422","53050e7de1e9f51e1003d2c3b418b235","a16427e2","Tabaxi","Urchin",2020-03-15 19:29:33,"Ranger 1","Ranger","",1,"",12,14,15,16,15,14,15,7,"Chaotic neutral ","Athletics|Sleight of Hand|Stealth|Investigation|Insight|Perception","Shortsword|Longbow","","Wis","","United States","US","CN",NA,NA,"Tabaxi","","Shortsword|Longbow","objective_mendeleev","Ranger","",2,3,2,2,2,-2,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,1,2,1,2,0,0,6
"","b4997ae","06cb8876ad380a6525154cf79f4a775e","2df15ac8","Lightfoot Halfling","Sailor",2020-03-15 14:32:19,"Rogue 1","Rogue","",1,"",10,14,8,17,14,13,11,12,"","Athletics|Acrobatics|Sleight of Hand|Stealth|Investigation|Perception","Rapier|Shortbow|Dagger","","Int","expertise/Thieves' Tools*Stealth","Canada","CA","",NA,NA,"Halfling","","Rapier|Shortbow|Dagger","eloquent_banach","Rogue","",-1,3,2,1,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,3,1,1,0,0,6
"1750997","dbed696","adf0ba9ebf638cc1de9ba92c6390c358","148d2b3b","High Elf","Acolyte",2020-03-14 15:26:25,"Sorcerer 1","Sorcerer","Draconic Bloodline",1,"",9,15,16,15,14,13,9,16,"","Arcana|Religion|Insight|Perception|Persuasion","Handaxe|Dagger","","Cha","","United States","US","",NA,NA,"Elf","","Handaxe|Dagger","infallible_gould","Sorcerer","Draconic Bloodline",3,2,2,1,-1,3,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,2,2,1,0,5
"468c9a9","fceb6d7","3e96054dad25136d4712342c36fd8186","8e27f6e9","Human","Ex-Cultist",2020-03-14 11:35:21,"Warlock 1","Warlock","The Hexblade",1,"Medium Armor Master",10,14,8,16,14,10,8,16,"Neutral","Acrobatics|Stealth|Arcana|Deception|Persuasion","Crossbow, light|Dagger|Quarterstaff","Eldritch Blast*0|Mage Hand*0|Hex*1|Shield*1","Cha","","United States","US","NN",NA,NA,"Human","Eldritch Blast*0|Mage Hand*0|Hex*1|Shield*1","Crossbow, Light|Dagger|Quarterstaff","vigilant_cori","Warlock","The Hexblade",-1,3,2,0,-1,3,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,1,0,2,0,5
"1487e41","3522859","82e37f178b8aea304cb12a01c8e501d5","526a5a59","Tiefling","Urchin",2020-03-13 13:18:25,"Warlock 1","Warlock","The Fiend",1,"",10,12,10,12,15,14,8,16,"","Sleight of Hand|Stealth|Arcana|Investigation","Crossbow, light|Dagger|Quarterstaff|Staff 2 Hand","Blade Ward*0|Eldritch Blast*0|Burning Hands*1|Hellish Rebuke*1","Cha","","Canada","CA","",NA,NA,"Tiefling","Blade Ward*0|Eldritch Blast*0|Burning Hands*1|Hellish Rebuke*1","Crossbow, Light|Dagger|Quarterstaff|","happy_swirles","Warlock","The Fiend",0,1,2,2,-1,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,2,2,0,0,0,4
"1487e41","3522859","fc614c803a1c6826d3290dc2ba38424a","d6ec37c6","Half-Orc","Charlatan",2020-03-13 11:56:20,"Bard 1","Bard","",1,"",10,13,14,14,14,8,10,15,"","Sleight of Hand|Animal Handling|Insight|Deception|Intimidation|Performance","Rapier|Dagger","Vicious Mockery *0|Thunderclap *0|Dissonant Whispers *1|Earth Tremor *1|Sleep *1|Speak with Animals *1","Cha","","Canada","CA","",NA,NA,"Half-Orc","Vicious Mockery*0|Thunderclap*0|Dissonant Whispers*1|Earth Tremor*1|Sleep*1|Speak with Animals*1","Rapier|Dagger","wizardly_gould","Bard","",2,2,2,-1,0,2,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,2,3,0,6
"ff03742","a0b43ae","2bb3846c48c85aaee78aba00ce0275a8","13cdfe72","Hill Dwarf","Entertainer",2020-03-12 16:27:05,"Bard 1","Bard","",1,"",11,13,8,14,15,13,10,15,"","Acrobatics|Arcana|Insight|Performance|Persuasion","Rapier|Dagger","","Cha","","Argentina","AR","",NA,NA,"Dwarf","","Rapier|Dagger","romantic_jang","Bard","",-1,2,2,1,0,2,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,2,0,5
"08976b2","997a516","b622e27526cc5c6a45ebf0998cffc61d","e2f78c38","Kenku","Acolyte",2020-03-12 12:55:59,"Monk 1","Monk","",1,"",9,15,12,17,13,10,14,10,"","Acrobatics|Stealth|History|Religion|Insight|Deception","Quarterstaff|Dart|Unarmed strike","","Int","","United Kingdom","GB","",NA,NA,"Kenku","","Quarterstaff|Dart|Unarmed Strike","vigorous_haslett","Monk","",1,3,1,0,2,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,2,2,1,1,0,6
"","","96032d12cdb399e1b087f41f023f231c","7671aa06","Hill Dwarf","Sailor",2020-03-11 18:32:00,"Monk 1","Monk","",1,"",8,14,12,15,15,10,15,8,"","Athletics|Acrobatics|Insight|Perception","Spear|Dart|Unarmed strike","","Int","","Canada","CA","",NA,NA,"Dwarf","","Spear|Dart|Unarmed Strike","vibrant_volhard","Monk","",1,2,2,0,2,-1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,2,0,0,4
"","ac1e19f","b717bc378a7deb95e59df05cf08c0d31","8bcfd164","Dragonborn","Sage",2020-03-07 21:05:46,"Monk 1","Monk","",1,"",10,15,13,16,14,11,15,14,"","Athletics|Acrobatics|Arcana|History","Quarterstaff|Dart|Unarmed Strike","","Int","","Canada","CA","",NA,NA,"Dragonborn","","Quarterstaff|Dart|Unarmed Strike","romantic_dhawan","Monk","",1,3,2,0,2,2,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,4
"","2afb12e","f542a5075eca73e5bf310efc6bfa1952","64b6288b","Human","Folk Hero",2020-03-07 17:22:11,"Wizard 1","Wizard","",1,"Alert",7,12,8,14,12,16,13,12,"","Arcana|Animal Handling|Insight|Medicine|Survival","Quarterstaff","","Int","","Canada","CA","",NA,NA,"Human","","Quarterstaff","amazing_stallman","Wizard","",-1,2,1,3,1,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,4,0,0,5
"cd43b26","145c76c","479708d17f711b10013e66491fed67ad","8ca9a61d","Turtle","Custom",2020-03-06 10:41:25,"Monk 1","Monk","",1,"",10,20,16,10,14,8,16,10,"","Athletics|Acrobatics|Insight|Perception|Survival","Quarterstaff|Dart|Unarmed strike","","Int","","United States","US","",NA,NA,"Turtle","","Quarterstaff|Dart|Unarmed Strike","heuristic_hawking","Monk","",3,0,2,-1,3,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,3,0,0,5
"c5bb605","e938543","54373d7f5ba6c576a43c99355247216b","2833a7b2","Human","Acolyte",2020-03-05 15:11:43,"Cleric 1","Cleric","Life Domain",1,"Healer",11,18,15,8,16,8,16,8,"","History|Religion|Insight|Medicine|Persuasion","Mace","Light*0|Sacred Flame*0|Thaumaturgy*0|Bless*1|Cure Wounds*1|Bane*1|Command*1|Create or Destroy Water*1|Cure Wounds*1|Detect Evil and Good*1|Detect Magic*1|Detect Poison and Disease*1|Guiding Bolt*1|Healing Word*1|Inflict Wounds*1|Protection From Evil And Good*1|Purify Food and Drink*1|Sanctuary*1|Shield Of Faith*1","Wis","","United States","US","",NA,NA,"Human","Light*0|Sacred Flame*0|Thaumaturgy*0|Bless*1|Cure Wounds*1|Bane*1|Command*1|Create or Destroy Water*1|Cure Wounds*1|Detect Evil and Good*1|Detect Magic*1|Detect Poison and Disease*1|Guiding Bolt*1|Healing Word*1|Inflict Wounds*1|Protection from Evil and Good*1|Purify Food and Drink*1|Sanctuary*1|Shield of Faith*1","Mace","elated_haslett","Cleric","Life Domain",2,-1,3,-1,3,-1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,2,2,1,0,5
"299e601","659c14b","5896041db1d24ee0a3f159b220c5cb42","cca8e6bb","High Elf","Noble",2020-03-04 13:14:38,"Cleric 1","Cleric","Life Domain",1,"",9,12,8,10,13,16,15,11,"","History|Religion|Insight|Perception|Persuasion","Mace","Bless*1|Cure Wounds*1","Wis","","United States","US","",NA,NA,"Elf","Bless*1|Cure Wounds*1","Mace","jolly_zhukovsky","Cleric","Life Domain",-1,0,1,3,2,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,2,2,1,0,5
"","5af65da","26a07b904dad9b569f4be78ce7fe91b6","e3511f3b","Human","Outlander",2020-02-29 12:30:05,"Ranger 1","Ranger","",1,"",13,13,13,17,16,13,15,10,"","Athletics|Stealth|Investigation|Perception|Survival","Shortsword|Longbow","","Wis","","Canada","CA","",NA,NA,"Human","","Shortsword|Longbow","optimistic_ellis","Ranger","",1,3,3,1,2,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,1,2,0,0,5
"","5af65da","01c04703a7e494c513b7a947ba971d3d","23e9422c","Forest Gnome","Hermit",2020-02-29 12:28:08,"Druid 1","Druid","",1,"",10,14,11,15,15,14,15,9,"","Nature|Religion|Animal Handling|Medicine","Scimitar","","Wis","","Canada","CA","",NA,NA,"Gnome","","Scimitar","elastic_cartwright","Druid","",0,2,2,2,2,-1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,2,2,0,0,4
"","5af65da","47ca13760045797f2159118d70c322e9","ac819a44","Half-Orc","Barbarian Tribe Member",2020-02-29 12:22:52,"Barbarian 1","Barbarian","",1,"",15,15,20,14,17,5,10,16,"","Athletics|Animal Handling|Perception|Survival|Intimidation","Greataxe|Handaxe|Javelin","","Int","","Canada","CA","",NA,NA,"Half-Orc","","Greataxe|Handaxe|Javelin","nervous_gagarin","Barbarian","",5,2,3,-3,0,3,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,3,1,0,5
"","ad03f57","cc58abcad8350e6722faa489cd4c4c20","ec7aca1d","Lizardfolk","Far Traveler",2020-02-25 18:17:24,"Ranger 1","Ranger","",1,"",9,14,14,16,13,13,14,9,"","Athletics|Stealth|Nature|Animal Handling|Insight|Perception|Survival","Shortsword|Longbow","","Wis","","Canada","CA","",NA,NA,"Lizardfolk","","Shortsword|Longbow","nifty_sutherland","Ranger","",2,3,1,1,2,-1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,1,1,4,0,0,7
"","32c0b44","238fe783baaeb53fa46176dc36c20828","46cef21e","Tabaxi","Noble",2020-02-23 18:04:05,"Ranger 1","Ranger","",1,"",11,13,12,16,13,16,10,13,"Neutral Good","Athletics|Stealth|History|Investigation|Insight|Perception|Persuasion","Dagger|Dagger|Longbow|Rapier","","Wis","","Canada","CA","NG",NA,NA,"Tabaxi","","Dagger|Dagger|Longbow|Rapier","pedantic_volhard","Ranger","",1,3,1,3,0,1,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,0,1,0,1,1,2,2,1,0,7
"041a757","f2fe9a3","f1b64e39cf623afdd223bfd4d05be624","8bbdd0d5","Half-Orc","Barbarian Tribe Member",2020-02-21 20:44:54,"Barbarian 1","Barbarian","",1,"",14,13,17,13,15,12,10,8,"","Athletics|Nature|Perception|Survival|Intimidation","Longsword|Handaxe|Javelin","","Int","","United States","US","",NA,NA,"Half-Orc","","Longsword|Handaxe|Javelin","keen_khayyam","Barbarian","",3,1,2,1,0,-1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,1,2,1,0,5
"041a757","f2fe9a3","d59dcf351a930c8e48415cf51caede8e","bf5f4a6b","Dragonborn","Mercenary Veteran",2020-02-21 20:39:02,"Fighter 1","Fighter","",1,"",12,16,17,13,14,12,10,9,"","Athletics|Acrobatics|Intimidation|Persuasion","Greataxe|Crossbow, light","","Int","fighting style/Great Weapon Fighting","United States","US","",NA,NA,"Dragonborn","","Greataxe|Crossbow, Light","cranky_cray","Fighter","",3,1,2,1,0,-1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,2,0,4
"bf6240e","3fc6329","df2f96aa672763ec37f909481fc764f1","b8888afe","Dragonborn","Far Traveler",2020-02-19 04:30:56,"Druid 1","Druid","",1,"",9,13,14,14,13,8,15,11,"Neutral Good","Animal Handling|Insight|Perception|Survival","Light hammer|Spear|Spear (Two Handed)|Light hammer","Create Bonfire*0|Shape Water*0|Earth Tremor*1|Cure Wounds*1","Wis","","United Kingdom","GB","NG",NA,NA,"Dragonborn","Create Bonfire*0|Shape Water*0|Earth Tremor*1|Cure Wounds*1","Light hammer|Spear|Spear|Light hammer","silly_hofstadter","Druid","",2,2,1,-1,2,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,4,0,0,4
"bf6240e","3fc6329","dc5b3d73fd3e68a80064197b6c8d1daa","ff90f532","Human","Acolyte",2020-02-19 04:29:43,"Monk 1","Monk","",1,"",10,13,16,15,14,9,13,11,"Neutral Good","Acrobatics|Stealth|Religion|Insight","Quarterstaff|Dart|Unarmed strike","","Int","","United Kingdom","GB","NG",NA,NA,"Human","","Quarterstaff|Dart|Unarmed Strike","serene_bohr","Monk","",3,2,2,-1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,2,1,1,0,0,4
"c635981","32c0b44","241f709e062396aa4554f10cdfc90aea","733387bb","Tiefling","Entertainer",2020-02-18 23:13:47,"Bard 1","Bard","",1,"",8,12,8,14,10,14,12,17,"True Neutral","Acrobatics|Performance|Persuasion","Rapier|Dagger","Vicious Mockery*0|Mage Hand*0|Healing Word*1|Charm Person*1|Detect Magic *1|Feather Fall*1","Cha","","United States","US","NN",NA,NA,"Tiefling","Vicious Mockery*0|Mage Hand*0|Healing Word*1|Charm Person*1|Detect Magic*1|Feather Fall*1","Rapier|Dagger","sleepy_faraday","Bard","",-1,2,0,2,1,3,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,2,0,3
"474758b","838b50c","222d0275d33809a8a4974b1f7404d220","a1276197","Human","Noble",2020-02-18 16:09:02,"Rogue 1","Rogue","",1,"Observant",9,13,8,16,12,10,14,15,"Chaotic Neutral","Acrobatics|Sleight of Hand|Stealth|History|Medicine|Perception|Persuasion","Rapier|Shortbow|Dagger|Quarterstaff","","Int","expertise/Sleight of Hand*Perception","Canada","CA","CN",NA,NA,"Human","","Rapier|Shortbow|Dagger|Quarterstaff","silly_germain","Rogue","",-1,3,1,0,2,2,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,3,1,2,1,0,7
"bf6240e","","6341821f48a3b108f15e484686a3eaf5","fd8a81fe","Dark Elf","Charlatan",2020-02-18 09:29:41,"Barbarian 1","Barbarian","",1,"",13,14,15,16,13,12,10,9,"","Sleight of Hand|Nature|Animal Handling|Perception|Deception","Greataxe|Handaxe|Javelin","","Int","","United Kingdom","GB","",NA,NA,"Elf","","Greataxe|Handaxe|Javelin","happy_sanderson","Barbarian","",2,3,1,1,0,-1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,2,1,0,5
"40c0ebd","7bd0440","407780314bef853fe838999cc99f1d22","3f2be339","Mountain Dwarf","Soldier",2020-02-18 06:30:13,"Fighter 1","Fighter","",1,"",14,22,20,17,18,10,13,12,"Chaotic Good","Athletics|Acrobatics|Survival|Intimidation","Greataxe|Handaxe|Greatsword","","Int","fighting style/Two-Weapon Fighting",NA,NA,"CG",NA,NA,"Dwarf","","Greataxe|Handaxe|Greatsword","hungry_napier","Fighter","",5,3,4,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,4
"","88a0259","c288b8035822bb586de73b4820f998b4","b1d15b1b","Tiefling","Criminal",2020-02-17 10:29:10,"Barbarian 1","Barbarian","",1,"",6,13,15,15,13,9,13,10,"","Stealth|Perception|Deception|Intimidation","Greataxe|Javelin","","Int","tiefling variants menu/Hellfire","Canada","CA","",NA,NA,"Tiefling","","Greataxe|Javelin","sad_mcnulty","Barbarian","",2,2,1,-1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,2,0,4
"9929cef","6a93939","e751c504bfe4911e75d9ba4480c9db9e","384e3f32","Mountain Dwarf","Clan Crafter",2020-02-16 08:15:08,"Fighter 1","Fighter","",1,"",13,18,15,13,16,10,11,10,"","Athletics|Acrobatics|History|Insight","Warhammer|Crossbow, light","","Int","fighting style/Protection",NA,NA,"",NA,NA,"Dwarf","","Warhammer|Crossbow, Light","sleepy_chatterjee","Fighter","",2,1,3,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,4
"344aa20","69dd728","25224b82124265d1b1b0c66047f05696","c065f686","Fire Genasi","Folk Hero",2020-02-14 16:42:37,"Ranger 1","Ranger","",1,"",11,12,13,15,13,14,13,8,"Neutral","Athletics|Stealth|Nature|Animal Handling|Survival","Shortsword|Longbow","Produce Flame*0","Wis","","Australia","AU","NN",NA,NA,"Genasi","Produce Flame*0","Shortsword|Longbow","infallible_murdock","Ranger","",1,2,1,2,1,-1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,2,0,0,5
"c21713c","3e30d91","40ebcbc48f225d827652e6704db77c73","11c85374","Warforged","Outlander",2020-02-14 15:22:38,"Barbarian 1","Barbarian","",1,"",15,17,16,14,16,8,10,10,"","Athletics|Nature|Survival|Intimidation","Greataxe|Handaxe|Javelin","","Int","",NA,NA,"",NA,NA,"Warforged","","Greataxe|Handaxe|Javelin","quizzical_shirley","Barbarian","",3,2,3,-1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,1,1,0,4
"596751a","8364359","ccd25e4acdfaa0b2b2719fe58094669b","26b369bc","Warforged","Soldier",2020-02-13 18:11:50,"Paladin 1","Paladin","",1,"",13,18,10,16,16,8,10,14,"","Athletics|Medicine|Intimidation|Persuasion","Rapier|Javelin","","Cha","","United States","US","",NA,NA,"Warforged","","Rapier|Javelin","lucid_shockley","Paladin","",0,3,3,-1,0,2,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,2,0,4
"e353544","","ad1d3046aa1d84f0b34ae8232b9dfdaf","a52062b6","Tabaxi","Criminal",2020-02-11 17:22:50,"Rogue 1","Rogue","",1,"",11,16,12,20,17,12,15,16,"","Acrobatics|Sleight of Hand|Stealth|Insight|Perception|Deception|Persuasion","Rapier|Shortbow|Dagger","","Int","expertise/Persuasion*Acrobatics",NA,NA,"",NA,NA,"Tabaxi","","Rapier|Shortbow|Dagger","cool_swartz","Rogue","",1,5,3,1,2,3,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,1,0,0,3,0,2,2,0,7
"a6e2c90","e995d5f","d6de863799fe733880b5d3a944fb0237","b7dba278","High Elf","Field Medic",2020-02-05 13:06:46,"Fighter 1","Fighter","",1,"",11,15,8,17,13,16,10,12,"Neutral Good","Medicine|Perception|Survival","Longbow|Handaxe","Mage Hand*0","Int","fighting style/Archery",NA,NA,"NG",NA,NA,"Elf","Mage Hand*0","Longbow|Handaxe","romantic_wu","Fighter","",-1,3,1,3,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,3,0,0,3
"ce6caea","860004e","0e85ea48662fe3d4a638c4ad7029bd38","522c430d","Wood Elf","City Watch",2020-02-05 11:58:57,"Ranger 1","Ranger","",1,"",11,13,14,17,13,11,12,8,"","Athletics|Investigation|Nature|Insight|Perception|Survival","Light Hammer|Sickle|Longbow","","Wis","","United States","US","",NA,NA,"Elf","","Light hammer|Sickle|Longbow","hopeful_margulis","Ranger","",2,3,1,0,1,-1,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,1,0,2,3,0,0,6
"","e30a8f8","95db793b163ec249d1089ad34984cf75","2f2fc5fa","Human","Custom",2020-02-05 02:48:09,"Sorcerer 1","Sorcerer","Shadow Magic",1,"",8,10,11,11,15,14,11,16,"","Insight|Deception|Intimidation|Persuasion","Crossbow, light|Dagger","","Cha","","Canada","CA","",NA,NA,"Human","","Crossbow, Light|Dagger","festive_feistel","Sorcerer","Shadow Magic",0,0,2,2,0,3,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,0,4
"e6ef28e","5f54312","dbf85e26f0399c1a26cd4467b3e71a8a","3232ac5d","Wood Elf","Hermit",2020-02-02 15:14:12,"Fighter 1","Fighter","",1,"",11,14,13,16,13,12,13,11,"","Acrobatics|Religion|Insight|Medicine|Perception","Longbow|Scimitar|Crossbow, light|ShortSword","","Int","fighting style/Two-Weapon Fighting",NA,NA,"",NA,NA,"Elf","","Longbow|Scimitar|Crossbow, Light|Shortsword","fervent_minsky","Fighter","",1,3,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,3,0,0,5
"e6ef28e","5f54312","b77d63f8bbcb3fb3037574f5c67d9add","4d3e6dcc","Wood Elf","Outlander",2020-02-02 15:12:58,"Druid 1","Druid","",1,"",9,15,5,14,13,8,18,12,"","Athletics|Animal Handling|Insight|Perception|Survival","Scimitar","Create Bonfire *0|Thorn whip *0|Healing Word *1|Thunder wave *1","Wis","",NA,NA,"",NA,NA,"Elf","Create Bonfire*0|Thorn Whip*0|Healing Word*1|Thunderwave*1","Scimitar","brave_cannon","Druid","",-3,2,1,-1,4,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,4,0,0,5
